Verse Number,Verse Text,
9,"Kabavua mua kusumbisha manananshi aa ku mushinga mukole, kupesha bapele makuta anyi?",
10,"Bu muvua Yezu mumanye tshiyuabu bamba, kubabelaye ne:  Nudi nutatshisha mukaji ewu bua tshinyi?Mmungenzele bualu buimpe.",
11,Bualu nenuikale ne bapele matuku onsu.,
12,"Udi mungele manananshi aa pambidi, mmulongolole mubidi wanyi bua kuujika bimpe.",
13,"Ndi nnujadikila bulelela ne: pa buloba bujima, miaba yonsu yalongeshabu Lumu lua Disanka elu, nebalondele bantu bivua mukaji ewu muenze. Nanku bantu nebamuvuluke.",
14,"Diba adi umue wa ku balongi dikumi ne babidi, dina diende Yudase Iskariyote, kuyaye kudi bamfumu ba batuangaji.",
15,"Kubakonkaye ne:  Nenumpeshe tshinyi pandi mfila Yezu kunudi? Kubalabu nkanu ya tshiamu tshitoke tshia mushinga mukole makumi asatu, kumupeshabu.",
16,"Kutuadija ku diba adi, Yudase kukeba muvuaye mua kufila Yezu kudibu, kamuyi lutatu.",
17,"Dituku dia kumpala mu tshibilu tshia Mampa kaayi mela buanga, balongi kufika kudi Yezu, bamukonka ne: Udi musue tukulongoluele didia dia Dipita dia Maweja-Nangila penyi?",
18,"Yezu kubandamuna ne:  Nuye mu tshimenga kua muntu kampanda, numuambile ne: “Mulongeshi udi wamba ne: diba dianyi didi pabuipi. Meme ne balongi banyi, netuenzele tshibilu tshia Dipita dia Maweja-Nangila kuebe.”",
19,Balongi kuenza muvua Yezu mubambile. Kulongololabu didia dia Dipita dia Maweja-Nangila.,
20,Ku dilolu Yezu kusomba ne balongi dikumi ne babidi ku mesa bua kudia.,
21,"Pavuabu badia, Yezu kuamba ne: Ndi nnujadikila bulelela ne: umue wa kunudi neanyile mu tshitungu.",
22,"Balongi kunyingalala bikole. Kukonkabu Yezu ku muntu ku muntu ne:  Mfumu, uudi wamba, mmeme anyi?",
23,"Yezu kuandamuna ne: Utuvua bele nende tshianza mu dilongu dimue, ke yeye wampangila.",
24,"Muana wa muntu neafue, mudi Mikanda ya tshijila kulongesha bualu buende. Kadi muntu wapangila Muana wa muntu, mmuena diakabi. Muntu awu kabavua nansha mua kumulela to.",
25,"Yudase uvua upangila Yezu, kumukonka pende ne: Mfumu wanyi, uudi wamba mmeme anyi? Yezu kumuandamuna ne: Muudi muambe amu mmomu.",
26,"Pavuabu badia, Yezu kuangata diampa, kuela Mvidi Mukulu tuasakidila, kudikosolola, kudiabanyina balongi bende, ubambila ne: Angatayi, nudie, etshi mmubidi wanyi.",
27,"Pashishe kuangataye dikopu dia maluvu a nwinyo, kuelaye kabidi Mvidi Mukulu tuasakidila, kudipesha balongi bende, wamba ne:  Nuayi bonsu bidi mu dikopu edi. ",
28,"Bualu mmashi anyi, adi ashindika ndondu udi Mvidi Mukulu utua ne bantu, adibu bapuekesha bua kujimijila bantu bonsu mibi yabu.",
29,"Ndi nnujadikila ne: kutuadija ku mpindiewu, tshiakunua kabidi nwinyo ewu, too ne ku dituku dinganua nenu nwinyo mupiamupia mu Bukalenga bua Tatu wanyi.",
30,Kuimbabu misambu ya tshibilu.  Pashishe kuyabu ku mukuna wa Olive.,
31,"Ke Yezu kuambila balongi bende ne:  Butuku ebu, nenunyeme bonsu, nunshiye nkayanyi. Bualu mu Mikanda ya tshijila mbafunde ne: “Nenshipe mulami wa mikoku, yoyi neitangalake.”",
32,"Kadi meme mumane kubika ku lufu, nenye kunuindila mu Ngalileya.",
33,"Ke Petro kumuandamuna ne: Nansha bonsu banyema, bakushiya, kadi meme tshiakunyema to.",
34,"Yezu kumuambila ne: Ndi nkujadikila bulelela ne: butuku ebu, tshitala katshiyi tshianji kusama, wewe newikale mumane kunwila misangu isatu ne: tshiena mumumanye to.",
35,"Petro kumuambila ne: Kashidi tshiakukuvila ne: tshiena mumumanye to. Nansha bua lufu, netufue nebe.
Balongi bakuabu bonsu kuamba kabidi amu nanku.",
36,Ke Yezu ne balongi bende kufika mu lupangu ludibu binyika ne: Ngetsemani.  Kubambilaye ne: Sombayi apa. Ntshidi mpengama kuaka bua kutendelela.,
37,"Ke Yezu kuya ne Petro, kabidi ne bana babidi ba Zebede. Kutuadijaye kubungama ne kupampakana.",
38,Nanku kubambilaye ne: Muoyi wanyi udi ne dibungama dia lufu. Shalayi apa. Kanuladi tulu to. Tuikale batabale bonsu.,
39,"Yezu kupengama katantshi, kudiela mpala panshi, utendelela, wamba ne: Tatu wanyi, pikalabi mua kuenzeka, ungumushile dikopu edi dia dikenga. Kadi bienzeke muudi musue wewe, kabienzeki mundi musue meme.",
40,"Yezu kupingana kudi balongi bende, kubasangana balale tulu. Kukonkaye Petro ne: Kanuvua ne bukole bua kushala nanyi batabale nansha bua diba dimue bua tshinyi? 41Tabalayi. Tendelelayi, bua kanubuedi mu mateyi. Muoyi wa kuenza bimpe nudi nawu, kadi bukole bua kubikumbaja, kanuena nabu.",
41,"Tabalayi. Tendelelayi, bua kanubuedi mu mateyi. Muoyi wa kuenza bimpe nudi nawu, kadi bukole bua kubikumbaja, kanuena nabu.",
42,"Ke Yezu kuya kutendelela ku luseke musangu muibidi, wamba ne: Tatu wanyi, bu dikopu edi kadiyi mua kumuka kundi, tshiyi mudinue, bienzeke amu muudi musue!",
43,"Kupinganaye tshiakabidi kudi balongi bende, kubasangana balale bikole. Mesu abu avua maneme bujitu.",
44,"Yezu kubashiya kabidi, kuya kutendelela ku luseke musangu muisatu, wambulula amu miaku ya momumue.",
45,"Pashishe kupinganaye kudi balongi bende, kubambila ne:  Nutshidi anu balale, bikishe? Monayi diba didibu bafila Muana wa muntu mu bianza bia bantu babi ndimane kukumbana.",
46,"Jukayi! Tuyayi! Tangilayi, muntu udi umfila kudibu, nyeye awu!",
47,"Patshivua Yezu wakula nanku, Yudase, umue wa ku dikumi ne babidi, kufika ne bantu bavule, bikale ne miele, kabidi ne mitshi. Ke bamfumu ba batuangaji ne bakulu ba bena Yuda bavua babatuma.",
48,"Nanku Yudase uvua mupangile Yezu, ukavua mumane kumanyisha bantu ne: “Ungatua mishiku awu, ke yeye unudi nukeba, numukuate!”",
49,"Ke Yudase kufika diakamue kudi Yezu, umuela muoyi: Mfumu, muoyi awu! Pashishe kumutuaye mishiku.",
50,"Yezu kumuamba ne: Mulunda wanyi, tshiudi musue kuenza, utshikumbaje lukasa. Nanku bavua Yudase nabu kusemena kudi Yezu, kumukuata, kumulama bikole.",
51,"Umue wa ku bavua ne Yezu kupatula muele wende, kutapa muena mudimu wa mutuangaji munene, kumukosa ditshi.",
52,"Ke Yezu kumuamba ne: Pingaja muele webe mu tshibubu. Bualu yonsu watula muele, neafue ku muele.",
53,"Kuena mumanye ne: ndi mua kubila Tatu wanyi, Yeye kuntumina amu mpindiewu batumibue bende bapite pa bisumbu dikumi ne bibidi bua kungambuluisha.",
54,"Kadi meme muenze nanku, malu adi mu Mikanda ya tshijila neakumbane bishi? Bualu mu mikanda amu mbafunde ne: bienzeke amu nanku.",
55,"Diba mene adi Yezu kukonka bantu ne: Nuvua ne bua kufika ne miele ne mitshi bua kunkuata meme anyi? Ndi muivi anyi? Mvua ndongesha matuku onsu mu nzubu wa Mvidi Mukulu, kadi kanuena bankuate to.",
56,"Kadi bionsu abi mbienzeke bua kukumbaja miaku ya bambi idibu bafunde mu Mikanda ya tshijila. Ke balongi bende bonsu kumushiya, kunyema.",
57,"Bavua bakuate Yezu, kuyabu kumufila kua Kayifa, mutuangaji munene, mu nzubu muvua balongeshi ba mikenji ne bakulu ba bena Yuda basangile.",
58,"Petro uvua ulonda Yezu pa bule, too ne ku lupangu lua mutuangaji munene. Kubuelaye mu lubanza. Kusombaye pamue ne bena mudimu bavua balama tshiibi, bua kumona muakosabu tshilumbu.",
59,"Bamfumu ba batuangaji ne bena Tshipangu tshikulu bonsu, bavua bakeba bualu bua dishima bua kudingila Yezu, bua bamone mua kumufundila tshibawu tshia lufu.",
60,"Kadi nansha muvua bantu bavule bafike bua kumudingila malu, kabakapeta bualu nansha bumue to. Ku ndekelu bantu babidi kufika, ",
61,"61bamba ne: Muntu ewu uvua wamba ne: “Ndi mua kupula nzubu wa Mvidi Mukulu ewu, kumuibakulula mu matuku asatu.”",
62,"Ke mutuangaji munene kujuka, kukonka Yezu ne: Kuena wandamuna anyi? Malu adi bantu aba bakujadikila ngwowu anyi?",
63,"Kadi Yezu uvua amu mupuwe. Ke mutuangaji munene kukonka Yezu ne: Mu dina dia Mvidi Mukulu udi ne muoyi, ndi nkulomba bua utuandamune, uditshipe. Udi Kristu, Muana wa Mvidi Mukulu anyi?",
64,Ke Yezu kumuandamuna ne: Muudi muambe amu mmomu. Kadi ndi nnujadikila ne: kutuadija ku mpindiewu nenumone Muana wa muntu musombe ku dia balume dia Mvidi Mukulu wa bukole buonsu. Nenumumone kabidi upueka mu mavuba a mu diulu.,
65,"Ke mutuangaji munene kudipanda bilamba, wamba ne:  Mmupende Mvidi Mukulu! Katutshiena tukengela bajadiki ba bualu ebu kabidi to! Nudi bumvue amu mpindiewu mudiye mupende Mvidi Mukulu.",
66,Nudi nukosa tshilumbu tshiende bishi? Kumuandamunabu ne: Muntu awu mmuena tshibawu! Tshiende ndufu!,
67,"Pashishe bamue kumufuila mate mu mpala, kumututa bisusu. Bakuabu kumukuma mapi,",
68,"bamba ne: Wewe Kristu, utshinke, utuambile: udi mukutute nnganyi?",
69,"Petro uvua mu lupangu, musombe pambelu. Muena mudimu mukaji kusemena kudiye, umuamba ne:  Wewe kabidi uvua ne Yezu, muntu wa mu Ngalileya awu.",
70,"Kadi Petro kuyila, bantu bonsu bateleja, wamba ne: Tshiena mumanye buudi musue kuamba.",
71,"Pashishe Petro kuya ku tshiibi tshia lupangu. Mukuabu mukaji muena mudimu kumumona, kuambila bantu bavua kaba aku ne: Muntu ewu uvua ne Yezu wa mu Nazarete.",
72,"Ke Petro kuyila tshiakabidi, ujadika ne: Ndi nditshipa ne: Tshiena mumanye muntu ewu to.",
73,"Kunyima kua katupa, bavua muaba awu, kusemenabu kudi Petro, bamuamba ne: Bulelela udi umue wa kudibu. Tudi bumvue ku ngakuilu webe kuudi ufuma!",
74,"Ke Petro kuamba ne: Bu meme nshima, Mvidi Mukulu annyoke! Ndi nditshipa ne: tshiena mumanye muntu ewu nansha! Amu diba adi, tshitala kusamatshi.",
75,"Petro kuvuluka tshivua Yezu mumuambile ne: “Tshitala katshiyi tshianji kusama, newikale mumane kunwila misangu isatu ne: tshiena mumanye muntu awu to. ” Ke Petro kupatuka, wenda udila bikole.",
1,"Patshiatshia, bamfumu bonsu ba batuangaji, ne bakulu ba bena Yuda, kupunga diyi dia kushipesha Yezu.",
2,"Kumusuikishabu mionji, kuyabu nende kua Pilate, muena Rome, uvua mulombodi wa ditunga adi.",
3,"Yudase, uvua mupangile Yezu, umona ne: tubafundile Yezu tshibawu tshia lufu, kunyingalalaye. Kuyaye kupingajila bamfumu ba batuangaji ne bakulu ba bena Yuda, nkanu makumi asatu ya tshiamu tshitoke ayi.",
4,"Kubambilaye ne:  Ndi muenze bibi, mufikishe ku lufu muntu udi kayi ne bualu. Kadi kumuandamunabu ne: Bualu buetu anyi? Abu mbualu buebe!",
5,"Yudase kuimansha nkanu ayi mu nzubu wa Mvidi Mukulu, kumukaye. Pashishe kuyaye kudiowa.",
6,"Bamfumu ba batuangaji kuangula nkanu ayi, bamba ne: Mikenji yetu kayena mianyishe bua kuela nkanu eyi mu tshibutshilu tshia mu nzubu wa Mvidi Mukulu, bualu mmushinga mufume ku mashi a bantu.",
7,"Bobu bamane kumyuangana, kusumbabu budimi bua mufumbi wa ngesu ku nkanu eyi, bua kujikamu benyi.",
8,Ke padibu binyika budimi abu ne ku lelu ne: “mBudimi bua mashi.”,
9,"Nanku miaku ya muambi Yirmeya kukumbanayi ya ne: “Kuangatabu nkanu makumi asatu ya tshiamu tshitoke tshia mushinga mukole (ke mushinga uvua bena Izrayele bumvuangane bua kufuta bualu buende),",
10,"kusumbabu nayi budimi bua mufumbi wa ngesu, bu muvua Maweja-Nangila mungambile bua kuenza.",
11,Yezu kuimana kumpala kua mulombodi wa ditunga adi. Awu kumuebeja ne: — Udi mukalenga wa bena Yuda anyi? Yezu kuandamuna ne: Anu muudi muambe amu.,
12,"Kadi pavua bamfumu ba batuangaji ne bakulu bamusonguela, kavua wandamuna to.",
13,Ke Pilate kumukonka ne: Kuena mumvue malu onsu adibu bakufunda anyi?,
14,Kadi Yezu kavua mumuandamune kalu nansha kamue. Nanku mulombodi wa ditunga kukema bikole.,
15,"Mu tshibilu tshionsu tshia Dipita dia Maweja-Nangila, mulombodi wa ditunga uvua ne tshibidilu tshia kulekela muena lukanu umue, uvua bantu mua kusungula.",
16,"Nanku tshikondu atshi, kuvua muena lukanu wa dilambu. Dina diende Yezu Barabase.",
17,"Ke Pilate kukonka bantu bavua basangile muaba awu ne: Unudi basue nnulekele, nnganyi? Yezu Barabase anyi, peshi Yezu udibu binyika ne: nKristu?",
18,Bualu Pilate uvua mumanye bimpe ne: bena Yuda mbafunde Yezu kudiye anu bualu bavua nende lukuna.,
19,"Pavua Pilate mu kabadi ulumbuluisha, mukajende kumutumina mukenji ne: “Kubuelakanyi mu tshilumbu tshia muntu udi kayi ne bualu awu. Bualu butuku bua lelu, ndi mukenge bikole mu tshilota bualu buende.”",
20,"Bamfumu ba batuangaji ne bakulu kuambila bantu ne: nulombe bua balekele Barabase, bafundile Yezu tshibawu tshia lufu.",
21,"Mulombodi kubakonka kabidi ne: — Ku babidi aba, unudi basue nnulekele, nnganyi? Bobu kumuandamuna ne: Anu Barabase!",
22,"Ke Pilate kubebeja ne: Kadi Yezu udibu binyika ne: Kristu, ngenze nende tshinyi? Bonsu kuandamuna ne: Umupopele pa mutshi mutshiamakane!",
23,"Pilate kubakonka ne: Mmuenze bualu bubi kaayi? Kadi kuelabu mbila mikole mipite, bamba ne: Umupopele pa mutshi mutshiamakane!",
24,"Pilate umona ne: kumuena mushindu wa kutungunuka, bualu mutoyi wa bantu uvua anu wenda uvulangana, kuangataye mayi, kowaye bianza, bantu batangile,  wamba ne: Tshilumbu tshia lufu lua muntu ewu katshinkuatshi! Buenu bualu!",
25,"Bantu bonsu kuandamuna ne:  Bua lufu luende, batunyoke amu tuetu ne bana betu!",
26,"Nanku Pilate kubalekela Barabase, kututshisha Yezu mikaba. Kutumaye kabidi diyi bua bapopele Yezu pa mutshi mutshiamakane.",
27,Basolayi ba Pilate kuya ne Yezu mu lubanza lua mulombodi wa ditunga. Kunguilabu bonsu muaba uvua Yezu.,
28,"Kuvulabu Yezu bilamba, kumuvuadika tshinkutu tshikunze.",
29,"Pashishe kujingabu tshikata tshia mionji ya meba, kumuasa ku mutu. Kumupeshabu dilenga mu tshianza tshiende tshia balume. Bavua batua binu kumpala kuende, bamuseka ne: Muoyi, mukalenga wa bena Yuda!",
30,"Bavua bamutuila mate, bangata dilenga, bamufuta nadi ku mutu.",
31,"Bobu bamane kumuseka, kumuvulabu tshinkutu, kumuvuadika bilamba biende, kuya nende bua bamupopele pa mutshi mutshiamakane.",
32,"Pavuabu bumuka mu tshimenga, kusangilabu ne muntu wa mu musoku wa Sirene. Dina diende nSimone. Basolayi kumukolela bua ambule mutshi mutshiamakane wa Yezu.",
33,"Pilate umona ne: kumuena mushindu wa kutungunuka, bualu mutoyi wa bantu uvua anu wenda uvulangana, kuangataye mayi, kowaye bianza, bantu batangile,  wamba ne: Tshilumbu tshia lufu lua muntu ewu katshinkuatshi! Buenu bualu!",
34,"Muaba awu kupeshabu Yezu nwinyo, musambakaja ne bintu bia bululu. Yezu ulabula, kubengaye mua kunua.",
35,"Kumupopelabu pa mutshi mutshiamakane. Kuabanyanganabu bilamba biende, bilondeshile muvuabu batshinke.",
36,Pashishe kusombabu muaba awu bua kumulama.,
37,"Kufundabu pa dibaya miaku idi ileja bualu buvuabu bamushipele ne: “Ewu Yezu, mukalenga wa bena Yuda.” Kupopelabu dibaya adi pa mutshi mutshiamakane kulu kua mutu wende.",
38,"Pashishe bavua bapopela kabidi bivi babidi pa mitshi mitshiamakane, ewu ku dia balume, mukuabu ku dia bakaji dia Yezu.",
39,"Bantu bavua bapitshila muaba awu, bavua bashikula mutu, bapenda  Yezu,",
40,"bamba ne: Wewe uvua musue kuupula nzubu wa Mvidi Mukulu, kuasulula mukuabu mu matuku asatu. Nanku dipandisha wewe muine. Pawikala Muana wa Mvidi Mukulu, tuluka ku mutshi mutshiamakane!",
41,"Bamfumu ba batuangaji, balongeshi ba mikenji, ne bakulu, bavua bamuseka kabidi, bamba ne:",
42,"— Yeye ewu uvua musungidile bantu bakuabu. Kadi kena mua kudisungidila bua tshinyi? Yeye kena mukalenga wa Izrayele anyi? Atuluke mpindiewu ku mutshi mutshiamakane, netumuitabe!",
43,"Uvua mutekemene kudi Mvidi Mukulu. Nanku bu Mvidi Mukulu umunanga bushuwa, amusungidile mpindiewu! Bualu uvua ujadika ne: “Ndi Muana wa Mvidi Mukulu.”",
44,"Bivi bavuabu bapopela pa mitshi mitshiamakane pabuipi ne Yezu, bavua bamupenda kabidi amu nanku.",
45,"Munda munya, midima kuenzeka mu ditunga dijima. Kunengayi meba asatu.",
46,"Pa diba disatu dia musendamu, Yezu kuela diyi dikole ne: — Eli, Eli, lama sabaktanyi? (mmumue ne: “Mvidi Mukulu wanyi, Mvidi Mukulu wanyi, wakundekela bua tshinyi?"")",
47,"Bantu bakuabu bavua muaba awu bumvua nanku, kuambabu ne: Udi ubikila Eliya!",
48,"Diakamue umue wa kudibu kuya lukasa, kuambula musukulampampa, kuutuaye mu maluvu a buanji, kuusuika ku lusongu lua dilenga, kuusemejila Yezu bua anue.",
49,"Kadi bantu bakuabu kuamba ne:  Indila, tutangile Eliya, ne wafika bua kumusungidila!",
50,"Yezu kuela kabidi lubila lukole, kukula muoyi.",
51,"Diba adi, tshilamba tshiyuabu balembeleje mu nzubu wa Mvidi Mukulu kupandikatshi kulu ne panshi bitupa bibidi. Buloba kuzakala, mbuebue kuela mitanta, ",
52,"nkita kubuluka. Bantu bafue ba bungi bavua bitaba Mvidi Mukulu, kubikabu.",
53,"Kupatukabu mu nkita. Yezu mumane kubika ku lufu, kubuelabu mu tshimenga tshia tshijila tshia Yerushalayime. Bantu ba bungi bavua babamone mu tshimenga amu.",
54,"Mulombodi wa basolayi muena Rome, ne basolayi bende bavua balame Yezu pamue nende, bamona muvua buloba buzakala, ne bionsu bitua bienzeka, kutshinabu bikole, bamba ne: “Muntu ewu utua Muana wa Mvidi Mukulu bulelela!”",
55,"Bakaji ba bungi batua kuine aku, batangile pa bule. Bobu ke bavua balonda Yezu biangatshile ku Ngalileya bua kumuambuluisha.",
56,"Munkatshi muabu mutua Mariya wa mu tshimenga tshia Magdala, Mariya mamuende wa Yakobe ne Yozefe, ne mamuende wa bana ba Zebede.",
57,"Dilolu, muena biuma wa mu tshimenga tshia Arimateya kufika. Dina diende Yozefe. Utua kabidi mulongi wa Yezu.",
58,Kuyaye kua Pilate bua kulomba tshitalu tshia Yezu. Nanku Pilate kuanyisha bua batshipeshe Yozefe.,
59,"Awu kutshiangata, kutshikuta mu tshilamba tshipiatshipia.",
60,"Pashishe kulongaye tshitalu atshi mu lukita luende lupialupia, luvuaye mumbuishe mu lubuebue. Kubungulujaye dibue dinene bua kubuikila mushiku wa lukita, kuyaye.",
61,"Mariya wa mu Magdala, ne Mariya mukuabu, bavua muaba awu, basombe, batangila ku lukita.",
62,"Butshia dinda, mmumue ne dituku dia Dikisha,",
63,"Kumuambilabu ne: Mukalenga, tudi tuvuluka muvua muena dishima ewu, pavuaye ne muoyi, muambe ne: “Kunyima kua matuku asatu, nembike ku bafue.”",
64,"Nanku anyisha, utume diyi bua balame lukita too ne dituku disatu, bua balongi bende kabavu kuiba tshitalu tshiende, bambila bantu ne: “Wabiki ku bafue.” Dishima dia nanku nedikale dibi dipite dia kumpala.",
65,"Pilate kubambila ne: Ke basolayi aba. Nuye nabu, balame lukita bimpe munudi basue.",
66,"Nanku kuyabu kulongolola mudimu wa kulama lukita. Kutuabu dibue divua dibuikila lukita tshitampi, kushiyabu basolayi bua balulame.",
1,"Dituku dia Dikisha dimane kupita, patshiatshia dituku dia kumpala dia lumingu, Mariya wa mu Magdala, ne Mariya mukuabu, kufikabu bua kumona lukita.",
2,"Diakamue buloba kuzakala bikole. Mutumibue wa Maweja-Nangila kutuluka mu diulu, kubunguluja dibue divua ku lukita ku luseke, kusombapu.",
3,Mutumibue awu uvua ukenka bu muele wa mvula. Bilamba biende bivua bitoke too bu ndanda.,
4,"Basolayi bavua balama lukita, kukuatshikabu bowa, kuzakala, kufua tshipuka.",
5,"Ke mutumibue awu kuambila bakaji ne:  Kanutshinyi to. Ndi mumanye ne: nudi nukeba Yezu, uvuabu bapopele pa mutshi mutshiamakane.",
6,Kena apa to. Ukadi mubike ku bafue muvuaye muambe. Kanumonayi muaba uvua tshitalu tshiende.,
7,Nanku nuye lukasa. Nuambile balongi bende ne: “Ukadi mubike ku bafue. Udi unudianjidila mu Ngalileya.  Ke muaba unuaya kumumuena.” Ke tshimvua ne bua kunuambila.,
8,"Bakumuka lukasa lukasa ku lukita, ne disanka dinene, kabidi ne bowa munda tente. Kuyabu lubilu bua kumanyisha balongi ba Yezu bualu abu.",
9,"Diakamue Yezu kusambakena nabu, wamba ne: Bupole buikale nenu. Kusemenabu pabuipi nende, kumupukila ku makasa, kumukukuila.",
10,"Yezu kubambila ne: Kanutshinyi to. Nuye, nuambile bana betu bua kuyabu mu Ngalileya. Ke muayabu kummuena.",
11,"Patshivua bakaji baya mu njila, basolayi bakuabu balami ba lukita, kufikabu mu tshimenga, balondela bamfumu ba batuangaji bionsu bivua bienzeka.",
12,"Nanku bamfumu ba batuangaji ne bakulu kudisangisha. Kupungabu diyi bua kubuejila basolayi. Kubapeshabu makuta a bungi,",
13,babambile ne: Nenujadike ne: balongi bende mbafike mundankulu. Kuibabu tshitalu tshiende patu-vua balale tulu.,
14,"Kadi pikala mulombodi wa ditunga mumvue bualu abu, netuyukile nende bua kantatshishi.",
15,"Basolayi bavua bangata makuta, kuenzabu muvuabu babambile. Bena Yuda badi balondelangana bualu ebu nanku too ne ku lelu.",
16,"Balongi ba Yezu dikumi ne umue kuya mu Ngalileya, pa mukuna uvuaye mubambile.",
17,"Pavuabu bamumone, bavua bamukukuila. Kadi bamue ba kudibu batshivua belakana.",
18,"Ke Yezu kusemena pabuipi nabu, ubambila ne:  Mvidi Mukulu mmumpeshe bumfumu buonsu mu diulu ne pa buloba.",
19,"Nenku nuye kudi bantu ba bisamba bionsu. Nubenze balongi banyi. Nubatue mu mayi mu dina dia Tatu, dia Muana, ne dia Mueyelu wa Tshijila.",
20,"Nubalongesha kabidi mua kukumbaja bionsu bimvua munuambile. Manyayi ne: Meme nengikale nenu matuku onsu, too ne ku ndekelu kua bidimu.",
